"failures","probs"
1495,"99.9686"
1496,"99.9688"
1497,"99.9690"
1498,"99.9692"
1499,"99.9694"
1500,"99.9696"
1501,"99.9698"
1502,"99.9700"
1503,"99.9702"
1504,"99.9704"
1505,"99.9706"
1506,"99.9708"
1507,"99.9710"
1508,"99.9711"
1509,"99.9713"
1510,"99.9715"
1511,"99.9717"
1512,"99.9719"
1513,"99.9721"
1514,"99.9722"
1515,"99.9724"
1516,"99.9726"
1517,"99.9728"
1518,"99.9729"
1519,"99.9731"
1520,"99.9733"
1521,"99.9735"
1522,"99.9736"
1523,"99.9738"
1524,"99.9740"
1525,"99.9741"
1526,"99.9743"
1527,"99.9745"
1528,"99.9746"
1529,"99.9748"
1530,"99.9749"
1531,"99.9751"
1532,"99.9753"
1533,"99.9754"
1534,"99.9756"
1535,"99.9757"
1536,"99.9759"
1537,"99.9760"
1538,"99.9762"
1539,"99.9763"
1540,"99.9765"
1541,"99.9766"
1542,"99.9768"
1543,"99.9769"
1544,"99.9771"
1545,"99.9772"
1546,"99.9774"
1547,"99.9775"
1548,"99.9777"
1549,"99.9778"
1550,"99.9780"
1551,"99.9781"
1552,"99.9782"
1553,"99.9784"
1554,"99.9785"
1555,"99.9787"
1556,"99.9788"
1557,"99.9789"
1558,"99.9791"
1559,"99.9792"
1560,"99.9793"
1561,"99.9795"
1562,"99.9796"
1563,"99.9797"
1564,"99.9799"
1565,"99.9800"
1566,"99.9801"
1567,"99.9802"
1568,"99.9804"
1569,"99.9805"
1570,"99.9806"
1571,"99.9807"
1572,"99.9809"
1573,"99.9810"
1574,"99.9811"
1575,"99.9812"
1576,"99.9813"
1577,"99.9815"
1578,"99.9816"
1579,"99.9817"
1580,"99.9818"
1581,"99.9819"
1582,"99.9821"
1583,"99.9822"
1584,"99.9823"
1585,"99.9824"
1586,"99.9825"
1587,"99.9826"
1588,"99.9827"
1589,"99.9828"
1590,"99.9830"
1591,"99.9831"
1592,"99.9832"
1593,"99.9833"
1594,"99.9834"
1595,"99.9835"
1596,"99.9836"
1597,"99.9837"
1598,"99.9838"
1599,"99.9839"
1600,"99.9840"
1601,"99.9841"
1602,"99.9842"
1603,"99.9843"
1604,"99.9844"
1605,"99.9845"
1606,"99.9846"
1607,"99.9847"
1608,"99.9848"
1609,"99.9849"
1610,"99.9850"
1611,"99.9851"
1612,"99.9852"
1613,"99.9853"
1614,"99.9854"
1615,"99.9855"
1616,"99.9856"
1617,"99.9857"
1618,"99.9858"
1619,"99.9859"
1620,"99.9859"
1621,"99.9860"
1622,"99.9861"
1623,"99.9862"
1624,"99.9863"
1625,"99.9864"
1626,"99.9865"
1627,"99.9866"
1628,"99.9866"
1629,"99.9867"
1630,"99.9868"
1631,"99.9869"
1632,"99.9870"
1633,"99.9871"
1634,"99.9872"
1635,"99.9872"
1636,"99.9873"
1637,"99.9874"
1638,"99.9875"
1639,"99.9876"
1640,"99.9876"
1641,"99.9877"
1642,"99.9878"
1643,"99.9879"
1644,"99.9880"
1645,"99.9880"
1646,"99.9881"
1647,"99.9882"
1648,"99.9883"
1649,"99.9883"
1650,"99.9884"
1651,"99.9885"
1652,"99.9886"
1653,"99.9886"
1654,"99.9887"
1655,"99.9888"
1656,"99.9889"
1657,"99.9889"
1658,"99.9890"
1659,"99.9891"
1660,"99.9891"
1661,"99.9892"
1662,"99.9893"
1663,"99.9893"
1664,"99.9894"
1665,"99.9895"
1666,"99.9895"
1667,"99.9896"
1668,"99.9897"
1669,"99.9897"
1670,"99.9898"
1671,"99.9899"
1672,"99.9899"
1673,"99.9900"
1674,"99.9901"
1675,"99.9901"
1676,"99.9902"
1677,"99.9903"
1678,"99.9903"
1679,"99.9904"
1680,"99.9904"
1681,"99.9905"
1682,"99.9906"
1683,"99.9906"
1684,"99.9907"
1685,"99.9908"
1686,"99.9908"
1687,"99.9909"
1688,"99.9909"
1689,"99.9910"
1690,"99.9910"
1691,"99.9911"
1692,"99.9912"
1693,"99.9912"
1694,"99.9913"
1695,"99.9913"
1696,"99.9914"
1697,"99.9914"
1698,"99.9915"
1699,"99.9915"
1700,"99.9916"
1701,"99.9917"
1702,"99.9917"
1703,"99.9918"
1704,"99.9918"
1705,"99.9919"
1706,"99.9919"
1707,"99.9920"
1708,"99.9920"
1709,"99.9921"
1710,"99.9921"
1711,"99.9922"
1712,"99.9922"
1713,"99.9923"
1714,"99.9923"
1715,"99.9924"
1716,"99.9924"
1717,"99.9925"
1718,"99.9925"
1719,"99.9926"
1720,"99.9926"
1721,"99.9927"
1722,"99.9927"
1723,"99.9928"
1724,"99.9928"
1725,"99.9929"
1726,"99.9929"
1727,"99.9929"
1728,"99.9930"
1729,"99.9930"
1730,"99.9931"
1731,"99.9931"
1732,"99.9932"
1733,"99.9932"
1734,"99.9933"
1735,"99.9933"
1736,"99.9933"
1737,"99.9934"
1738,"99.9934"
1739,"99.9935"
1740,"99.9935"
1741,"99.9936"
1742,"99.9936"
1743,"99.9936"
1744,"99.9937"
1745,"99.9937"
1746,"99.9938"
1747,"99.9938"
1748,"99.9938"
1749,"99.9939"
1750,"99.9939"
1751,"99.9940"
1752,"99.9940"
1753,"99.9940"
1754,"99.9941"
1755,"99.9941"
1756,"99.9941"
1757,"99.9942"
1758,"99.9942"
1759,"99.9943"
1760,"99.9943"
1761,"99.9943"
1762,"99.9944"
1763,"99.9944"
1764,"99.9944"
1765,"99.9945"
1766,"99.9945"
1767,"99.9945"
1768,"99.9946"
1769,"99.9946"
1770,"99.9947"
1771,"99.9947"
1772,"99.9947"
1773,"99.9948"
1774,"99.9948"
1775,"99.9948"
1776,"99.9949"
1777,"99.9949"
1778,"99.9949"
1779,"99.9950"
1780,"99.9950"
1781,"99.9950"
1782,"99.9950"
1783,"99.9951"
1784,"99.9951"
1785,"99.9951"
1786,"99.9952"
1787,"99.9952"
1788,"99.9952"
1789,"99.9953"
1790,"99.9953"
1791,"99.9953"
1792,"99.9954"
1793,"99.9954"
1794,"99.9954"
1795,"99.9954"
1796,"99.9955"
1797,"99.9955"
1798,"99.9955"
1799,"99.9956"
1800,"99.9956"
1801,"99.9956"
1802,"99.9956"
1803,"99.9957"
1804,"99.9957"
1805,"99.9957"
1806,"99.9958"
1807,"99.9958"
1808,"99.9958"
1809,"99.9958"
1810,"99.9959"
1811,"99.9959"
1812,"99.9959"
1813,"99.9959"
1814,"99.9960"
1815,"99.9960"
1816,"99.9960"
1817,"99.9960"
1818,"99.9961"
1819,"99.9961"
1820,"99.9961"
1821,"99.9961"
1822,"99.9962"
1823,"99.9962"
1824,"99.9962"
1825,"99.9962"
1826,"99.9963"
1827,"99.9963"
1828,"99.9963"
1829,"99.9963"
1830,"99.9964"
1831,"99.9964"
1832,"99.9964"
1833,"99.9964"
1834,"99.9965"
1835,"99.9965"
1836,"99.9965"
1837,"99.9965"
1838,"99.9965"
1839,"99.9966"
1840,"99.9966"
1841,"99.9966"
1842,"99.9966"
1843,"99.9967"
1844,"99.9967"
1845,"99.9967"
1846,"99.9967"
1847,"99.9967"
1848,"99.9968"
1849,"99.9968"
1850,"99.9968"
1851,"99.9968"
1852,"99.9968"
1853,"99.9969"
1854,"99.9969"
1855,"99.9969"
1856,"99.9969"
1857,"99.9969"
1858,"99.9970"
1859,"99.9970"
1860,"99.9970"
1861,"99.9970"
1862,"99.9970"
1863,"99.9971"
1864,"99.9971"
1865,"99.9971"
1866,"99.9971"
1867,"99.9971"
1868,"99.9972"
1869,"99.9972"
1870,"99.9972"
1871,"99.9972"
1872,"99.9972"
1873,"99.9972"
1874,"99.9973"
1875,"99.9973"
1876,"99.9973"
1877,"99.9973"
1878,"99.9973"
1879,"99.9973"
1880,"99.9974"
1881,"99.9974"
1882,"99.9974"
1883,"99.9974"
1884,"99.9974"
1885,"99.9974"
1886,"99.9975"
1887,"99.9975"
1888,"99.9975"
1889,"99.9975"
1890,"99.9975"
1891,"99.9975"
1892,"99.9976"
1893,"99.9976"
1894,"99.9976"
1895,"99.9976"
1896,"99.9976"
1897,"99.9976"
1898,"99.9976"
1899,"99.9977"
1900,"99.9977"
1901,"99.9977"
1902,"99.9977"
1903,"99.9977"
1904,"99.9977"
1905,"99.9978"
1906,"99.9978"
1907,"99.9978"
1908,"99.9978"
1909,"99.9978"
1910,"99.9978"
1911,"99.9978"
1912,"99.9979"
1913,"99.9979"
1914,"99.9979"
1915,"99.9979"
1916,"99.9979"
1917,"99.9979"
1918,"99.9979"
1919,"99.9979"
1920,"99.9980"
1921,"99.9980"
1922,"99.9980"
1923,"99.9980"
1924,"99.9980"
1925,"99.9980"
1926,"99.9980"
1927,"99.9980"
1928,"99.9981"
1929,"99.9981"
1930,"99.9981"
1931,"99.9981"
1932,"99.9981"
1933,"99.9981"
1934,"99.9981"
1935,"99.9981"
1936,"99.9982"
1937,"99.9982"
1938,"99.9982"
1939,"99.9982"
1940,"99.9982"
1941,"99.9982"
1942,"99.9982"
1943,"99.9982"
1944,"99.9982"
1945,"99.9983"
1946,"99.9983"
1947,"99.9983"
1948,"99.9983"
1949,"99.9983"
1950,"99.9983"
1951,"99.9983"
1952,"99.9983"
1953,"99.9983"
1954,"99.9984"
1955,"99.9984"
1956,"99.9984"
1957,"99.9984"
1958,"99.9984"
1959,"99.9984"
1960,"99.9984"
1961,"99.9984"
1962,"99.9984"
1963,"99.9984"
1964,"99.9985"
1965,"99.9985"
1966,"99.9985"
1967,"99.9985"
1968,"99.9985"
1969,"99.9985"
1970,"99.9985"
1971,"99.9985"
1972,"99.9985"
1973,"99.9985"
1974,"99.9986"
1975,"99.9986"
1976,"99.9986"
1977,"99.9986"
1978,"99.9986"
1979,"99.9986"
1980,"99.9986"
1981,"99.9986"
1982,"99.9986"
1983,"99.9986"
1984,"99.9986"
1985,"99.9986"
1986,"99.9987"
1987,"99.9987"
1988,"99.9987"
1989,"99.9987"
1990,"99.9987"
1991,"99.9987"
1992,"99.9987"
1993,"99.9987"
1994,"99.9987"
1995,"99.9987"
1996,"99.9987"
1997,"99.9987"
1998,"99.9988"
1999,"99.9988"
2000,"99.9988"
2001,"99.9988"
2002,"99.9988"
2003,"99.9988"
2004,"99.9988"
2005,"99.9988"
2006,"99.9988"
2007,"99.9988"
2008,"99.9988"
2009,"99.9988"
2010,"99.9988"
2011,"99.9989"
2012,"99.9989"
2013,"99.9989"
2014,"99.9989"
2015,"99.9989"
2016,"99.9989"
2017,"99.9989"
2018,"99.9989"
2019,"99.9989"
2020,"99.9989"
2021,"99.9989"
2022,"99.9989"
2023,"99.9989"
2024,"99.9989"
2025,"99.9989"
2026,"99.9990"
2027,"99.9990"
2028,"99.9990"
2029,"99.9990"
2030,"99.9990"
2031,"99.9990"
2032,"99.9990"
2033,"99.9990"
2034,"99.9990"
2035,"99.9990"
2036,"99.9990"
2037,"99.9990"
2038,"99.9990"
2039,"99.9990"
2040,"99.9990"
2041,"99.9990"
2042,"99.9991"
2043,"99.9991"
2044,"99.9991"
2045,"99.9991"
2046,"99.9991"
2047,"99.9991"
2048,"99.9991"
2049,"99.9991"
2050,"99.9991"
2051,"99.9991"
2052,"99.9991"
2053,"99.9991"
2054,"99.9991"
2055,"99.9991"
2056,"99.9991"
2057,"99.9991"
2058,"99.9991"
2059,"99.9991"
2060,"99.9992"
2061,"99.9992"
2062,"99.9992"
2063,"99.9992"
2064,"99.9992"
2065,"99.9992"
2066,"99.9992"
2067,"99.9992"
2068,"99.9992"
2069,"99.9992"
2070,"99.9992"
2071,"99.9992"
2072,"99.9992"
2073,"99.9992"
2074,"99.9992"
2075,"99.9992"
2076,"99.9992"
2077,"99.9992"
2078,"99.9992"
2079,"99.9992"
2080,"99.9993"
2081,"99.9993"
2082,"99.9993"
2083,"99.9993"
2084,"99.9993"
2085,"99.9993"
2086,"99.9993"
2087,"99.9993"
2088,"99.9993"
2089,"99.9993"
2090,"99.9993"
2091,"99.9993"
2092,"99.9993"
2093,"99.9993"
2094,"99.9993"
2095,"99.9993"
2096,"99.9993"
2097,"99.9993"
2098,"99.9993"
2099,"99.9993"
2100,"99.9993"
2101,"99.9993"
2102,"99.9993"
2103,"99.9994"
2104,"99.9994"
2105,"99.9994"
2106,"99.9994"
2107,"99.9994"
2108,"99.9994"
2109,"99.9994"
2110,"99.9994"
2111,"99.9994"
2112,"99.9994"
2113,"99.9994"
2114,"99.9994"
2115,"99.9994"
2116,"99.9994"
2117,"99.9994"
2118,"99.9994"
2119,"99.9994"
2120,"99.9994"
2121,"99.9994"
2122,"99.9994"
2123,"99.9994"
2124,"99.9994"
2125,"99.9994"
2126,"99.9994"
2127,"99.9994"
2128,"99.9994"
2129,"99.9994"
2130,"99.9994"
2131,"99.9995"
2132,"99.9995"
2133,"99.9995"
2134,"99.9995"
2135,"99.9995"
2136,"99.9995"
2137,"99.9995"
2138,"99.9995"
2139,"99.9995"
2140,"99.9995"
2141,"99.9995"
2142,"99.9995"
2143,"99.9995"
2144,"99.9995"
2145,"99.9995"
2146,"99.9995"
2147,"99.9995"
2148,"99.9995"
2149,"99.9995"
2150,"99.9995"
2151,"99.9995"
2152,"99.9995"
2153,"99.9995"
2154,"99.9995"
2155,"99.9995"
2156,"99.9995"
2157,"99.9995"
2158,"99.9995"
2159,"99.9995"
2160,"99.9995"
2161,"99.9995"
2162,"99.9995"
2163,"99.9995"
2164,"99.9995"
2165,"99.9996"
2166,"99.9996"
2167,"99.9996"
2168,"99.9996"
2169,"99.9996"
2170,"99.9996"
2171,"99.9996"
2172,"99.9996"
2173,"99.9996"
2174,"99.9996"
2175,"99.9996"
2176,"99.9996"
2177,"99.9996"
2178,"99.9996"
2179,"99.9996"
2180,"99.9996"
2181,"99.9996"
2182,"99.9996"
2183,"99.9996"
2184,"99.9996"
2185,"99.9996"
2186,"99.9996"
2187,"99.9996"
2188,"99.9996"
2189,"99.9996"
2190,"99.9996"
2191,"99.9996"
2192,"99.9996"
2193,"99.9996"
2194,"99.9996"
2195,"99.9996"
2196,"99.9996"
2197,"99.9996"
2198,"99.9996"
2199,"99.9996"
2200,"99.9996"
2201,"99.9996"
2202,"99.9996"
2203,"99.9996"
2204,"99.9996"
2205,"99.9996"
2206,"99.9996"
2207,"99.9996"
2208,"99.9996"
2209,"99.9997"
2210,"99.9997"
2211,"99.9997"
2212,"99.9997"
2213,"99.9997"
2214,"99.9997"
2215,"99.9997"
2216,"99.9997"
2217,"99.9997"
2218,"99.9997"
2219,"99.9997"
2220,"99.9997"
2221,"99.9997"
2222,"99.9997"
2223,"99.9997"
2224,"99.9997"
2225,"99.9997"
2226,"99.9997"
2227,"99.9997"
2228,"99.9997"
2229,"99.9997"
2230,"99.9997"
2231,"99.9997"
2232,"99.9997"
2233,"99.9997"
2234,"99.9997"
2235,"99.9997"
2236,"99.9997"
2237,"99.9997"
2238,"99.9997"
2239,"99.9997"
2240,"99.9997"
2241,"99.9997"
2242,"99.9997"
2243,"99.9997"
2244,"99.9997"
2245,"99.9997"
2246,"99.9997"
2247,"99.9997"
2248,"99.9997"
2249,"99.9997"
2250,"99.9997"
2251,"99.9997"
2252,"99.9997"
2253,"99.9997"
2254,"99.9997"
2255,"99.9997"
2256,"99.9997"
2257,"99.9997"
2258,"99.9997"
2259,"99.9997"
2260,"99.9997"
2261,"99.9997"
2262,"99.9997"
2263,"99.9997"
2264,"99.9997"
2265,"99.9997"
2266,"99.9997"
2267,"99.9997"
2268,"99.9997"
2269,"99.9997"
2270,"99.9998"
2271,"99.9998"
2272,"99.9998"
2273,"99.9998"
2274,"99.9998"
2275,"99.9998"
2276,"99.9998"
2277,"99.9998"
2278,"99.9998"
2279,"99.9998"
2280,"99.9998"
2281,"99.9998"
2282,"99.9998"
2283,"99.9998"
2284,"99.9998"
2285,"99.9998"
2286,"99.9998"
2287,"99.9998"
2288,"99.9998"
2289,"99.9998"
2290,"99.9998"
2291,"99.9998"
2292,"99.9998"
2293,"99.9998"
2294,"99.9998"
2295,"99.9998"
2296,"99.9998"
2297,"99.9998"
2298,"99.9998"
2299,"99.9998"
2300,"99.9998"
2301,"99.9998"
2302,"99.9998"
2303,"99.9998"
2304,"99.9998"
2305,"99.9998"
2306,"99.9998"
2307,"99.9998"
2308,"99.9998"
2309,"99.9998"
2310,"99.9998"
2311,"99.9998"
2312,"99.9998"
2313,"99.9998"
2314,"99.9998"
2315,"99.9998"
2316,"99.9998"
2317,"99.9998"
2318,"99.9998"
2319,"99.9998"
2320,"99.9998"
2321,"99.9998"
2322,"99.9998"
2323,"99.9998"
2324,"99.9998"
2325,"99.9998"
2326,"99.9998"
2327,"99.9998"
2328,"99.9998"
2329,"99.9998"
2330,"99.9998"
2331,"99.9998"
2332,"99.9998"
2333,"99.9998"
2334,"99.9998"
2335,"99.9998"
2336,"99.9998"
2337,"99.9998"
2338,"99.9998"
2339,"99.9998"
2340,"99.9998"
2341,"99.9998"
2342,"99.9998"
2343,"99.9998"
2344,"99.9998"
2345,"99.9998"
2346,"99.9998"
2347,"99.9998"
2348,"99.9998"
2349,"99.9998"
2350,"99.9998"
2351,"99.9998"
2352,"99.9998"
2353,"99.9998"
2354,"99.9998"
2355,"99.9998"
2356,"99.9998"
2357,"99.9998"
2358,"99.9998"
2359,"99.9998"
2360,"99.9998"
2361,"99.9998"
2362,"99.9998"
2363,"99.9998"
2364,"99.9998"
2365,"99.9998"
2366,"99.9998"
2367,"99.9998"
2368,"99.9998"
2369,"99.9998"
2370,"99.9998"
2371,"99.9998"
2372,"99.9998"
2373,"99.9998"
2374,"99.9998"
2375,"99.9999"
2376,"99.9999"
2377,"99.9999"
2378,"99.9999"
2379,"99.9999"
2380,"99.9999"
2381,"99.9999"
2382,"99.9999"
2383,"99.9999"
2384,"99.9999"
2385,"99.9999"
2386,"99.9999"
2387,"99.9999"
2388,"99.9999"
2389,"99.9999"
2390,"99.9999"
2391,"99.9999"
2392,"99.9999"
2393,"99.9999"
2394,"99.9999"
2395,"99.9999"
2396,"99.9999"
2397,"99.9999"
2398,"99.9999"
2399,"99.9999"
2400,"99.9999"
2401,"99.9999"
2402,"99.9999"
2403,"99.9999"
2404,"99.9999"
2405,"99.9999"
2406,"99.9999"
2407,"99.9999"
2408,"99.9999"
2409,"99.9999"
2410,"99.9999"
2411,"99.9999"
2412,"99.9999"
2413,"99.9999"
2414,"99.9999"
2415,"99.9999"
2416,"99.9999"
2417,"99.9999"
2418,"99.9999"
2419,"99.9999"
2420,"99.9999"
2421,"99.9999"
2422,"99.9999"
2423,"99.9999"
2424,"99.9999"
2425,"99.9999"
2426,"99.9999"
2427,"99.9999"
2428,"99.9999"
2429,"99.9999"
2430,"99.9999"
2431,"99.9999"
2432,"99.9999"
2433,"99.9999"
2434,"99.9999"
2435,"99.9999"
2436,"99.9999"
2437,"99.9999"
2438,"99.9999"
2439,"99.9999"
2440,"99.9999"
2441,"99.9999"
2442,"99.9999"
2443,"99.9999"
2444,"99.9999"
2445,"99.9999"
2446,"99.9999"
2447,"99.9999"
2448,"99.9999"
2449,"99.9999"
2450,"99.9999"
2451,"99.9999"
2452,"99.9999"
2453,"99.9999"
2454,"99.9999"
2455,"99.9999"
2456,"99.9999"
2457,"99.9999"
2458,"99.9999"
2459,"99.9999"
2460,"99.9999"
2461,"99.9999"
2462,"99.9999"
2463,"99.9999"
2464,"99.9999"
2465,"99.9999"
2466,"99.9999"
2467,"99.9999"
2468,"99.9999"
2469,"99.9999"
2470,"99.9999"
2471,"99.9999"
2472,"99.9999"
2473,"99.9999"
2474,"99.9999"
2475,"99.9999"
2476,"99.9999"
2477,"99.9999"
2478,"99.9999"
2479,"99.9999"
2480,"99.9999"
2481,"99.9999"
2482,"99.9999"
2483,"99.9999"
2484,"99.9999"
2485,"99.9999"
2486,"99.9999"
2487,"99.9999"
2488,"99.9999"
2489,"99.9999"
2490,"99.9999"
2491,"99.9999"
2492,"99.9999"
2493,"99.9999"
2494,"99.9999"
2495,"99.9999"
2496,"99.9999"
2497,"99.9999"
2498,"99.9999"
2499,"99.9999"
2500,"99.9999"
2501,"99.9999"
2502,"99.9999"
2503,"99.9999"
2504,"99.9999"
2505,"99.9999"
2506,"99.9999"
2507,"99.9999"
2508,"99.9999"
2509,"99.9999"
2510,"99.9999"
2511,"99.9999"
2512,"99.9999"
2513,"99.9999"
2514,"99.9999"
2515,"99.9999"
2516,"99.9999"
2517,"99.9999"
2518,"99.9999"
2519,"99.9999"
2520,"99.9999"
2521,"99.9999"
2522,"99.9999"
2523,"99.9999"
2524,"99.9999"
2525,"99.9999"
2526,"99.9999"
2527,"99.9999"
2528,"99.9999"
2529,"99.9999"
2530,"99.9999"
2531,"99.9999"
2532,"99.9999"
2533,"99.9999"
2534,"99.9999"
2535,"99.9999"
2536,"99.9999"
2537,"99.9999"
2538,"99.9999"
2539,"99.9999"
2540,"99.9999"
2541,"99.9999"
2542,"99.9999"
2543,"99.9999"
2544,"99.9999"
2545,"99.9999"
2546,"99.9999"
2547,"99.9999"
2548,"99.9999"
2549,"99.9999"
2550,"99.9999"
2551,"99.9999"
2552,"99.9999"
2553,"99.9999"
2554,"99.9999"
2555,"99.9999"
2556,"99.9999"
2557,"99.9999"
2558,"99.9999"
2559,"99.9999"
2560,"99.9999"
2561,"99.9999"
2562,"99.9999"
2563,"99.9999"
2564,"99.9999"
2565,"99.9999"
2566,"99.9999"
2567,"99.9999"
2568,"99.9999"
2569,"99.9999"
2570,"99.9999"
2571,"99.9999"
2572,"99.9999"
2573,"99.9999"
2574,"99.9999"
2575,"99.9999"
2576,"99.9999"
2577,"99.9999"
2578,"99.9999"
2579,"99.9999"
2580,"99.9999"
2581,"99.9999"
2582,"99.9999"
2583,"99.9999"
2584,"99.9999"
2585,"99.9999"
2586,"99.9999"
2587,"99.9999"
2588,"99.9999"
2589,"99.9999"
2590,"99.9999"
2591,"99.9999"
2592,"99.9999"
2593,"99.9999"
2594,"99.9999"
2595,"99.9999"
2596,"99.9999"
2597,"99.9999"
2598,"99.9999"
2599,"99.9999"
2600,"99.9999"
2601,"99.9999"
2602,"99.9999"
2603,"99.9999"
2604,"99.9999"
2605,"99.9999"
2606,"99.9999"
2607,"99.9999"
2608,"99.9999"
2609,"99.9999"
2610,"99.9999"
2611,"99.9999"
2612,"99.9999"
2613,"99.9999"
2614,"99.9999"
2615,"99.9999"
2616,"99.9999"
2617,"99.9999"
2618,"99.9999"
2619,"99.9999"
2620,"99.9999"
2621,"99.9999"
2622,"99.9999"
2623,"99.9999"
2624,"99.9999"
2625,"99.9999"
2626,"99.9999"
2627,"99.9999"
2628,"99.9999"
2629,"99.9999"
2630,"99.9999"
2631,"99.9999"
2632,"99.9999"
2633,"99.9999"
2634,"99.9999"
2635,"99.9999"
2636,"99.9999"
2637,"99.9999"
2638,"99.9999"
2639,"99.9999"
2640,"99.9999"
2641,"99.9999"
2642,"99.9999"
2643,"99.9999"
2644,"99.9999"
2645,"99.9999"
2646,"99.9999"
2647,"99.9999"
2648,"99.9999"
2649,"99.9999"
2650,"99.9999"
2651,"99.9999"
2652,"99.9999"
2653,"99.9999"
2654,"99.9999"
2655,"99.9999"
2656,"99.9999"
2657,"99.9999"
2658,"99.9999"
2659,"99.9999"
2660,"99.9999"
2661,"99.9999"
2662,"99.9999"
2663,"99.9999"
2664,"99.9999"
2665,"99.9999"
2666,"99.9999"
2667,"99.9999"
2668,"99.9999"
2669,"99.9999"
2670,"99.9999"
2671,"99.9999"
2672,"99.9999"
2673,"99.9999"
2674,"99.9999"
2675,"99.9999"
2676,"99.9999"
2677,"99.9999"
2678,"99.9999"
2679,"99.9999"
2680,"99.9999"
2681,"99.9999"
2682,"99.9999"
2683,"99.9999"
2684,"99.9999"
2685,"99.9999"
2686,"99.9999"
2687,"99.9999"
2688,"99.9999"
2689,"99.9999"
2690,"99.9999"
2691,"99.9999"
2692,"99.9999"
2693,"99.9999"
2694,"99.9999"
2695,"99.9999"
2696,"99.9999"
2697,"99.9999"
2698,"99.9999"
2699,"99.9999"
2700,"99.9999"
2701,"99.9999"
2702,"99.9999"
2703,"99.9999"
2704,"99.9999"
2705,"99.9999"
2706,"99.9999"
2707,"99.9999"
2708,"99.9999"
2709,"99.9999"
2710,"99.9999"
2711,"99.9999"
2712,"99.9999"
2713,"99.9999"
2714,"99.9999"
2715,"99.9999"
2716,"99.9999"
2717,"99.9999"
2718,"99.9999"
2719,"99.9999"
2720,"99.9999"
2721,"99.9999"
2722,"99.9999"
2723,"99.9999"
2724,"99.9999"
2725,"99.9999"
2726,"99.9999"
2727,"99.9999"
2728,"99.9999"
2729,"99.9999"
2730,"99.9999"
2731,"99.9999"
2732,"99.9999"
2733,"99.9999"
2734,"99.9999"
2735,"99.9999"
2736,"99.9999"
2737,"99.9999"
2738,"99.9999"
2739,"99.9999"
2740,"99.9999"
2741,"99.9999"
2742,"99.9999"
2743,"99.9999"
2744,"99.9999"
2745,"99.9999"
2746,"99.9999"
2747,"99.9999"
2748,"99.9999"
2749,"99.9999"
2750,"99.9999"
2751,"99.9999"
2752,"99.9999"
2753,"99.9999"
2754,"99.9999"
2755,"99.9999"
2756,"99.9999"
2757,"99.9999"
2758,"99.9999"
2759,"99.9999"
2760,"99.9999"
2761,"99.9999"
2762,"99.9999"
2763,"99.9999"
2764,"99.9999"
2765,"99.9999"
2766,"99.9999"
2767,"99.9999"
2768,"99.9999"
2769,"99.9999"
2770,"99.9999"
2771,"99.9999"
2772,"99.9999"
2773,"99.9999"
2774,"99.9999"
2775,"99.9999"
2776,"99.9999"
2777,"99.9999"
2778,"99.9999"
2779,"99.9999"
2780,"99.9999"
2781,"99.9999"
2782,"99.9999"
2783,"99.9999"
2784,"99.9999"
2785,"99.9999"
2786,"99.9999"
2787,"99.9999"
2788,"99.9999"
2789,"99.9999"
2790,"99.9999"
2791,"99.9999"
2792,"99.9999"
2793,"99.9999"
2794,"99.9999"
2795,"99.9999"
2796,"99.9999"
2797,"99.9999"
2798,"99.9999"
2799,"99.9999"
2800,"99.9999"
2801,"99.9999"
2802,"99.9999"
2803,"99.9999"
2804,"99.9999"
2805,"99.9999"
2806,"99.9999"
2807,"99.9999"
2808,"99.9999"
2809,"99.9999"
2810,"99.9999"
2811,"99.9999"
2812,"99.9999"
2813,"99.9999"
2814,"99.9999"
2815,"99.9999"
2816,"99.9999"
2817,"99.9999"
2818,"99.9999"
2819,"99.9999"
2820,"99.9999"
2821,"99.9999"
2822,"99.9999"
2823,"99.9999"
2824,"99.9999"
2825,"99.9999"
2826,"99.9999"
2827,"99.9999"
2828,"99.9999"
2829,"99.9999"
2830,"99.9999"
2831,"99.9999"
2832,"99.9999"
2833,"99.9999"
2834,"99.9999"
2835,"99.9999"
2836,"99.9999"
2837,"99.9999"
2838,"99.9999"
2839,"99.9999"
2840,"99.9999"
2841,"99.9999"
2842,"99.9999"
2843,"99.9999"
2844,"99.9999"
2845,"99.9999"
2846,"99.9999"
2847,"99.9999"
2848,"99.9999"
2849,"99.9999"
2850,"99.9999"
2851,"99.9999"
2852,"99.9999"
2853,"99.9999"
2854,"99.9999"
2855,"99.9999"
2856,"99.9999"
2857,"99.9999"
2858,"99.9999"
2859,"99.9999"
2860,"99.9999"
2861,"99.9999"
2862,"99.9999"
2863,"99.9999"
2864,"99.9999"
2865,"99.9999"
2866,"99.9999"
2867,"99.9999"
2868,"99.9999"
2869,"99.9999"
2870,"99.9999"
2871,"99.9999"
2872,"99.9999"
2873,"99.9999"
2874,"99.9999"
2875,"99.9999"
2876,"99.9999"
2877,"99.9999"
2878,"99.9999"
2879,"99.9999"
2880,"99.9999"
2881,"99.9999"
2882,"99.9999"
2883,"99.9999"
2884,"99.9999"
2885,"99.9999"
2886,"99.9999"
2887,"99.9999"
2888,"99.9999"
2889,"99.9999"
2890,"99.9999"
2891,"99.9999"
2892,"99.9999"
2893,"99.9999"
